TransactionID,TransactionAmount,CardHolder,CardNumber,TransactionDate,Merchant,IsFraud
258,348.31886854081154,Heather Bradshaw,2709305972301140,2023-10-21 19:46:09.840011,"Conner, Franco and Boyd",0
259,285.4605238745931,Ryan Cline,2227962444724292,2023-07-07 17:37:48.850156,"Garcia, Johnson and Clark",0
260,49.4910703916135,Vicki Hansen,2296798766569030,2023-02-08 08:37:57.558170,Lucero-Fowler,0
261,307.8886061228857,Kara Campbell,2254612053963840,2023-01-02 19:59:04.870890,Bradley-Taylor,0
262,495.0368712020274,Elizabeth Fuentes,5109315419100616,2023-07-07 12:26:37.395283,"Turner, Odom and Thompson",0
263,70.9019236030255,Tracey Tyler,2227550479033083,2023-09-05 16:51:43.252467,"Pratt, Dunn and Mendoza",0
264,259.64649652950465,Matthew Hernandez,2712623416557597,2023-11-05 19:58:43.391931,Knight-Ware,0
265,438.80916289204976,Krystal Chambers,5287901512425002,2023-01-20 17:07:04.828070,Miller Inc,0
266,370.643540259348,Allison Gutierrez,2298532361280737,2023-11-21 22:24:59.180475,Martin Group,0
267,348.8108547566387,Maria Murray,2720697181009554,2023-10-06 06:36:43.297862,"Boyle, Perry and Wilson",0
268,351.5395579095675,Benjamin Garcia,2573726569180352,2023-04-10 22:00:00.867638,"Thompson, Garza and Brown",0
269,180.38608445865782,Melinda Tran,2712348209739539,2023-11-15 04:56:48.524705,"Knight, Gardner and Cox",0
270,147.50233028798218,Mr. William Franklin,2720498973611271,2023-02-18 01:47:51.583553,"Oliver, Jones and Waller",0
271,404.8712165837783,Ashley Brown,5579160174667453,2023-07-29 12:34:17.873177,"Thomas, Davenport and Nichols",0
272,405.2465839449112,Heather Chapman,2710960159174442,2023-09-30 23:09:59.781069,"Love, Dean and Norman",0
273,433.66908697147176,Gilbert Warren,2716066747871228,2022-12-28 06:14:22.416911,Oconnor and Sons,0
274,456.7070357256792,Amy Booth,2222316004949846,2023-05-22 07:49:18.474283,Terry-Rogers,0
275,256.159857031608,John White,2579382611539932,2023-10-31 07:38:10.957590,"Dickerson, Jones and Johnson",0
276,251.2566310489126,Laura Kent,2235193801217403,2023-09-27 15:23:01.593361,Tate LLC,0
277,399.3492943044208,George Hutchinson,2539096667544666,2022-12-11 11:02:24.456041,"Chapman, Jackson and Mckinney",0
278,325.3320014581048,Dr. Monique Farmer DDS,2281272230191067,2023-04-17 06:41:30.878316,"Camacho, Miller and Mayo",1
279,351.281471751594,Brad Rosario,2284124843416679,2023-05-08 19:29:45.778747,"Williams, Caldwell and Horton",0
280,398.10054204861444,Jamie Long,2720861405168022,2023-05-30 23:41:13.080687,"Gonzales, Martinez and Carroll",0
281,445.1126655669656,Brenda Hernandez,2503267515172669,2023-08-16 19:08:19.359171,Walton PLC,0
282,169.65958326891638,Christina Garcia,2331363207721331,2023-02-07 09:38:54.093350,Thompson Inc,0
283,188.41589336733207,Natasha Melton,5308101963256577,2023-10-14 18:10:01.429035,Cortez and Sons,0
284,47.89698798059363,Steven Gordon,2272287672406212,2023-02-27 22:36:20.991736,"Williams, Anderson and Young",0
285,289.5617903570908,Jacqueline Weiss,2272183370645567,2023-06-28 10:04:20.554279,French-Potter,0
286,18.9351946245743,Taylor Clarke,2256513099821349,2023-11-17 03:33:45.911917,Ochoa-Alexander,0
287,233.33341104809762,Gabriel Anderson,2242126977663852,2023-03-16 09:24:34.330569,"Olson, Evans and Spencer",0
288,271.77967271908074,Haley Nguyen,2238526407052103,2023-09-15 05:55:58.803722,Wiggins PLC,0
289,143.98408481201392,Patrick Hoffman,5393363307401006,2023-01-16 22:30:41.857177,"Dixon, Cunningham and Gardner",0
290,295.8257970239364,Jonathan Ballard,5556439296036541,2023-07-18 16:54:00.949481,Bright-Mclaughlin,0
291,16.219624719585667,William York,5202985108970168,2023-06-26 23:46:14.379342,Fleming-Gonzales,0
292,19.636746185857994,Gregory Mckinney,2720742223195134,2023-05-10 05:18:43.768897,"Garcia, Scott and Roberts",0
293,411.47767976916947,Dylan Collins,5259500281458634,2023-04-10 23:34:18.238024,Cummings LLC,0
294,180.7351300642202,Terri Evans,5449069425494195,2023-03-19 11:30:24.123405,"Valentine, Weiss and Lambert",0
295,64.40319581329051,Janet Snyder,5316140382735738,2022-12-28 19:34:00.946687,Mckinney Inc,0
296,261.59938676734737,Robert Miranda,2715753057175644,2023-01-07 20:29:46.544917,"Riley, Lewis and Perkins",0
297,385.2267829962068,Susan Ayers DDS,5559003932290263,2023-02-10 15:39:52.991932,Lynn Group,0
298,108.69469272092475,Heather Thompson,2315549682793957,2023-01-13 01:48:56.913486,"Leblanc, Mendez and Anderson",0
299,311.8223474336811,Misty Wilson,2507566832068849,2023-07-20 21:49:15.581136,Hammond-Jones,0
300,43.58838503189023,Joshua Pierce,5464567651935716,2023-07-25 19:05:09.412228,Haynes Ltd,0
301,26.78917886313524,Ana Jimenez,5209171371602548,2023-05-28 04:59:31.882608,Garcia-Taylor,0
302,266.14596115250583,Renee Phillips,5510813640405583,2023-08-28 11:55:59.906023,Cohen-Lewis,0
303,270.77692568344315,Jessica Decker,2324167273700148,2023-02-03 09:24:16.875925,Terry-Jackson,0
304,319.07752084760506,Linda Hoover,2700541189416169,2023-06-19 02:20:15.024153,"Trujillo, Gordon and Perez",0
305,363.3195755276081,Martha Davis,5402762198750307,2023-05-27 06:32:30.321553,"Simmons, Frazier and Russell",0
306,487.95018765180475,Emily Davidson,5200622673403794,2023-09-07 14:10:25.799058,Paul-Pitts,0
307,258.6338738022965,Thomas Richardson,2278534374923976,2023-08-17 09:38:15.290879,Simmons Ltd,0
308,162.15527999768173,Roger Armstrong,5150046271322158,2023-09-08 05:06:09.877618,Hall-King,0
309,397.79791118958315,Stephen Cruz,2707766159088531,2023-08-30 18:32:32.504330,Cabrera Group,0
310,136.14529337977504,Deborah Hubbard,2221047299656785,2023-07-29 09:03:48.534405,Reyes Ltd,0
311,220.04673893211242,Andrea Paul,2720769010062151,2023-07-16 16:17:43.378187,"Norman, Johnson and Reyes",0
312,40.149734289790715,Maria Gilbert,2720005283395030,2023-09-26 04:27:32.037750,"Garcia, Valencia and Clark",0
313,13.650020964313297,Robert Stanley,2412678675899455,2023-10-12 19:13:19.616963,Watkins-Taylor,0
314,481.3615589242846,Sue Turner,2281025521547623,2023-06-25 00:08:32.494326,Smith-Moran,0
315,418.15408013559073,Mark Martinez,2238695122773556,2023-10-06 12:14:51.979306,"Brown, Pena and Adams",0
316,348.2911288407553,Michael Forbes,2268175863471689,2022-12-21 18:41:26.294549,"Jenkins, Matthews and Weber",0
317,205.06751926272068,Jay Green,5203024067473664,2022-12-17 18:15:03.377789,Wallace-Higgins,0
318,87.47386571535205,Erik Robinson,2318035843149963,2023-06-24 22:43:49.677700,Hunter-Beasley,0
319,79.06208429287194,Amanda Rogers,2239123490552337,2023-04-23 10:46:17.848977,Waters-Klein,0
320,125.87120618413307,Katherine Rodriguez,2322828394286216,2023-10-28 13:41:52.778192,Porter-Powell,0
321,275.0641056883541,Cynthia Jordan,2245197533424417,2023-05-20 21:37:11.396683,Dalton-Henry,0
322,357.5833654273311,Julia Shaw,2559768345895737,2023-11-14 20:27:10.267019,"Fuller, Watts and Edwards",0
323,330.4384909821479,Andrew Adams,2720039315194053,2023-07-07 09:45:01.656312,Frost-Gonzalez,0
324,140.6870145760255,Michael Summers,2282036286655948,2022-12-22 01:07:19.248943,"Williams, Lewis and Harrison",0
325,477.4777750509339,Allison Boyd,2348878073067205,2023-01-14 12:15:55.672911,Mcdaniel Ltd,1
326,369.21056143118847,Gina Palmer,2427233575279011,2022-12-29 18:25:35.409961,Moore Inc,0
327,277.6226722031889,Steve Miller,2343774651889505,2023-03-25 02:32:32.072917,Davis-Ray,0
328,306.2486523709418,Rachel Martin,2244137899840658,2023-03-07 17:24:56.584070,"Robertson, Hancock and Cantrell",0
329,210.38043115146718,Karina Baldwin,2257544316156507,2023-07-14 09:38:55.059243,Williams Inc,0
330,124.61776376107757,Mary Cook,2273577190455934,2023-02-26 04:03:21.838571,Rodgers Inc,0
331,178.63036664697952,Alexis Humphrey MD,5437835706629251,2023-08-20 22:58:55.096141,Williams Group,0
332,379.1652091217202,Javier Allen,5303248525480321,2023-05-29 02:14:21.693636,Obrien-Fry,0
333,8.182350826248179,Beth Irwin,2582108964358876,2022-12-09 16:56:19.129387,"Barnes, Gross and Rivera",0
334,58.9202476129512,Jenna Brennan,5233430945240742,2023-11-13 02:46:14.546407,Harper-Thompson,1
335,23.95531836885462,Michael Dixon,2404056648967990,2023-01-29 17:15:28.786780,"Burch, Gonzalez and Blackburn",1
336,21.3236723571661,Lisa Parsons,2582528778867590,2023-01-31 18:32:04.342632,Reynolds Group,0
337,427.8748314214926,Shannon Bush,2373243046330511,2023-06-23 15:17:22.782720,"Ward, Mccoy and Anderson",0
338,352.1252718306318,Shannon Harrell,2288821647562451,2023-03-12 17:09:19.568160,Cross-Smith,0
339,237.61274071457527,Madison Johnston,2278330328761301,2023-03-27 04:28:49.416897,Coffey Inc,0
340,49.81924616484974,Joan Barron,5465556658085194,2023-04-07 01:45:01.923213,"Cruz, Jackson and Hill",0
341,246.31632168329935,Maureen Castro,2439139762226481,2023-03-27 11:45:08.151571,Potts and Sons,0
342,237.26241361950227,Edward Valdez,2232143655947558,2023-07-07 08:39:27.772503,Weber-Jones,0
343,87.42773308509757,Eric Nunez,2611945354636592,2023-01-17 17:20:57.769826,"Rodriguez, Tran and Solis",0
344,217.49197296974853,Jordan Wilson,2231083402401288,2023-03-08 11:06:50.778015,"Jones, Lawson and Mendez",0
345,199.85386246428934,Lauren Benitez,2282029910475718,2023-07-25 08:22:05.814062,Bates and Sons,0
346,308.309198928056,Steven Simmons,2224020361018371,2023-03-24 00:11:30.504641,"Hudson, Pittman and Brady",0
347,317.91173178295423,Linda Schmidt,2290274814106189,2023-10-10 01:57:38.931005,"Davis, Montgomery and Watts",0
348,23.606700876250216,Jon Thompson,2247179144182251,2023-11-13 21:50:17.822255,"Vargas, Phillips and Mitchell",0
349,187.93169469860914,Jane Acosta,2543174764329531,2023-09-26 12:23:08.339243,"Brown, George and Jackson",1
350,313.30409794140394,Dana Lee,5490488644243290,2023-04-24 07:33:07.435732,Chavez and Sons,0
351,252.06499303146376,Angela Love,2683891833765698,2023-01-24 07:07:28.212644,Henderson Inc,0
352,428.3884307529728,Christina Pennington,5406387288237878,2023-05-13 02:34:52.914902,Martin Ltd,0
353,329.6881221778536,Angela Dodson,2233685057012661,2022-12-25 10:25:06.794624,Stein-Welch,0
354,82.30427911363341,Sydney Vasquez,2702932181639031,2023-10-17 14:47:15.915515,"Byrd, Turner and Decker",0
355,36.21380495281449,Kimberly Moreno,2402233844134079,2023-09-09 05:15:40.404757,Sanchez-Young,0
356,321.5672198249515,Heidi Shelton,2288407091506697,2023-02-21 11:36:42.792463,"Robinson, Baker and Rodriguez",0
357,14.229143960269285,Jennifer Lee,2229103694601751,2023-01-13 10:19:49.980575,Snyder Ltd,0
358,293.3020150554582,Cory Watson,2243811983326995,2023-11-22 19:00:52.679325,Vaughan Inc,0
359,470.17489047105386,David Young,2720413554990564,2023-06-11 06:10:19.581488,Montes-Brennan,0
360,288.16161476006357,Mary Newman,5300574623274461,2023-11-12 12:24:08.169288,Valencia-Aguilar,0
361,194.69679317705445,Scott Perez,5568802761555244,2023-08-30 10:44:55.933036,"Wilson, Washington and Burton",0
362,322.00082100273426,Kirsten Patel,2243868493242930,2023-08-15 17:16:26.642221,"Garcia, Fields and Lawson",0
363,229.6681923552668,Oscar Jackson,5169066448816329,2023-07-15 02:29:39.796299,"Romero, Pace and Hutchinson",0
364,273.26277786865154,Barbara Hamilton,5530719757433993,2023-03-10 01:53:54.803002,"Bell, Burnett and Hampton",0
365,470.79093957948606,Amanda Hall,2350944071986864,2023-02-22 02:39:03.180403,Anderson-Ortiz,0
366,193.66521626258634,Jody Garrison,5111144578176381,2023-06-28 01:29:36.432739,Campbell Group,0
367,480.6340913481332,Tabitha Jackson,2348212417441381,2023-06-18 07:02:27.701415,Olson and Sons,0
368,452.7699703360758,Allison Brown,2226754296697572,2023-05-14 10:03:40.497048,Smith Group,0
369,98.69977625985892,Mark Lawrence,5356852655375742,2023-08-12 01:37:36.613223,Owens-Brown,0
370,35.61128913670756,Travis Garcia,5377043155259520,2023-09-16 22:26:16.162601,Vazquez Group,0
371,51.288222687335896,Christopher Franco,5366985826940214,2022-12-09 17:45:57.126446,Mills-Manning,1
372,10.092691000123315,Brandon Parker,2300572715000122,2023-04-01 02:51:23.633771,"Salazar, Lloyd and Baldwin",0
373,48.12703741720827,Steve Gonzalez,2705322196302899,2023-11-06 14:08:26.652521,Smith Group,0
374,341.82037993476206,Shelly Carpenter,2713349815444026,2023-01-19 15:12:24.302680,"Ramos, Williams and Wright",0
375,36.523135581654266,Jennifer Barnett,2251305817950525,2023-11-22 13:01:14.028295,Johnson and Sons,0
376,160.1688395165869,Aaron Bradshaw,2701612751510538,2023-11-02 10:32:30.250702,"Rice, Wright and Davis",0
377,422.59278017375783,Robert Miller,2231847356216003,2023-01-04 06:54:13.472567,Palmer-Burns,0
378,12.612695932177107,Anthony Hess,2720033514392238,2023-11-01 16:01:34.597335,Rodriguez-Martinez,0
379,407.41977281187894,Kaitlin Gillespie,2249349204160434,2023-02-27 16:42:48.104802,Adams-Brennan,0
380,141.64553261192657,Courtney French,5121717259419176,2023-10-27 20:28:08.285238,Bradshaw-Scott,0
381,59.964248983206474,Eric Smith,2225331252368273,2023-03-30 16:53:02.604114,"Walters, Bell and Castillo",0
382,348.6718455167112,Adam Washington,2400087866781940,2023-05-09 13:56:42.882924,Johnson LLC,0
383,314.84248054316214,Mr. William Johnson,2238891175431677,2023-10-17 08:28:33.508938,West Group,1
384,438.8585347499994,Brenda Evans,2245827829752614,2023-05-13 17:36:20.582030,Fox PLC,0
385,367.800450858139,Sherri Turner,2294573815824393,2023-10-15 21:19:29.493205,Dennis LLC,0
386,401.93698426203946,Mr. Marc Mccullough,2285423008780831,2023-08-29 22:30:04.964312,Hernandez PLC,0
387,141.73525171308194,Michael Ortega,5423991890779281,2023-01-30 18:11:27.429246,"Duffy, Fuller and Salinas",0
388,89.5423323460817,Cameron Taylor,5352579666020827,2022-12-24 16:50:23.184630,"Stewart, Harris and Williams",0
389,375.5567610687883,Brandon Hodges,5327437231184580,2023-02-09 18:21:44.292430,Gillespie PLC,1
390,403.6105348943647,Kevin Beasley,5583140855703037,2023-05-02 19:22:31.198879,Fisher-Lewis,0
391,495.262065858336,Kayla Burns,2585794038359722,2022-12-23 06:21:12.192833,Taylor LLC,0
392,206.89622077880182,William Martinez,5546895523400110,2023-04-14 05:23:37.747205,Burns and Sons,0
393,186.6370248105988,Sharon Wilcox,2504424958129180,2023-04-14 05:14:47.137908,Moore Inc,0
394,388.4300674102564,Jeremy Jordan,2295087885388709,2023-10-17 20:05:35.835303,Miller-Gardner,0
395,171.06096658625592,Mitchell Jenkins,5293607787769212,2023-06-19 13:50:11.566841,Marsh and Sons,0
396,465.4479054761788,Mary Rodriguez,2244142111288736,2023-01-25 03:42:26.574198,"Mack, Contreras and Perry",0
397,429.3479631696629,Carolyn Ochoa,2437738750579421,2023-05-18 10:08:29.184726,Jackson-Holmes,0
398,215.06801966013415,Allison Harmon,2295197246574416,2023-03-22 13:49:29.995942,"Solis, Fox and Cook",0
399,375.6846628279572,Omar Anthony,2273928357398849,2023-05-23 17:16:12.301920,"Sparks, Flores and Leonard",0
400,377.5168941682565,Randy Payne,2280033263293811,2022-12-31 20:38:54.344800,"Soto, Moore and Knight",0
401,52.45881054913037,Richard Warner,2627830167922177,2023-04-22 21:32:43.003964,Hale PLC,0
402,451.37390043310376,Mary Rice,5339093270761865,2023-05-03 01:12:20.997649,"Gonzalez, Williams and Carrillo",0
403,253.12093385148071,Jonathan Thomas,2267780681116696,2022-12-29 13:02:47.327764,Mckee-Allen,0
404,413.4022755877631,Mrs. Darlene Hall MD,2634384815954407,2023-11-18 04:04:27.813581,"Armstrong, Martin and Galvan",0
405,160.70475091427525,Oscar Watkins,5153704458483006,2023-08-16 08:24:08.727289,Lam-Montgomery,0
406,447.866091019604,Angelica Hernandez,2720819763966676,2023-10-17 10:47:30.663021,"Frey, Meyer and Williams",0
407,195.2116376883474,Kimberly Parker,2692588661670383,2023-07-16 21:57:26.675524,Mack PLC,0
408,6.407988088668882,Jose Daniels,2674024340002303,2023-10-11 18:56:04.810607,Miller-Lowe,0
409,452.78560623321255,John Rodriguez,2532598884758455,2023-11-29 23:56:58.925065,Ellis Group,0
410,46.552051716280644,Joanne Chavez,2257131983214650,2023-07-14 06:10:29.352097,"Walker, Miller and Lowe",0
411,160.33750515761702,Toni Johnson,2459993122027848,2022-12-09 18:23:15.561300,Pace-Thompson,0
412,475.08092155835163,Claudia Charles,2713737089794607,2023-03-14 14:49:32.944184,Davidson PLC,0
413,475.3529663218405,Nathan Allen,2235996566364198,2023-07-18 23:23:10.523316,Meyers LLC,0
414,287.1455061735198,Cory Hamilton,5506114070304644,2022-12-20 16:27:42.556074,Wilson-Dillon,0
415,316.28676887272985,Patrick Warren,2243198051091341,2023-07-16 08:17:00.718547,"Carlson, Jackson and Flores",0
416,224.77431546718157,Michael Henderson,2266844439971751,2023-11-01 22:09:23.166827,"Hunter, Miller and Williams",0
417,147.3121750773342,Kyle Pineda,5556951398217720,2023-10-19 17:09:20.188274,"Mcdonald, Fitzpatrick and Armstrong",0
418,165.00360813958807,Samuel Reeves,2718526467634096,2023-03-14 12:29:10.977420,"Benton, Buchanan and Pham",0
419,336.58670958244215,Ashley Russo,5131042438953096,2023-10-29 18:57:50.731644,"Miller, Thornton and Roth",0
420,376.4348901894023,Sarah Freeman,2237619210249312,2023-10-16 12:27:38.433521,Reid PLC,0
421,395.99794281919844,Daniel Parker,2266920175894405,2023-05-14 01:43:48.004259,"Giles, Evans and Smith",0
422,395.0194532544824,Margaret Mcgee,2709552850981978,2023-09-04 04:02:18.138112,Romero Ltd,0
423,46.51184542129649,Carlos Good,2557599663900573,2023-02-23 14:08:09.569482,"Small, Baker and Neal",0
424,247.71573204658816,Brian Glass,2225813493635727,2023-11-22 23:40:46.395591,Villanueva LLC,0
425,29.7218212483055,Patrick Figueroa,5336655332215008,2023-03-06 11:16:29.799699,Edwards-Tate,1
426,275.214912279544,Natalie Conner,2706230995209794,2023-11-12 20:02:47.024719,Yang and Sons,1
427,221.32372018531512,Jeffrey Sloan,2544414036239160,2023-05-10 06:39:52.671013,"Cruz, Peterson and Cabrera",0
428,443.96438719639156,Michael Johnson,2381582205449632,2023-02-22 09:09:35.499199,Stone-Gaines,1
429,176.10659126348727,Sarah Hester,2705461792911065,2023-04-12 04:56:16.222045,Parks Ltd,0
430,59.41644119737533,Timothy Villegas,2313731967563956,2023-05-05 19:17:19.295791,"Chavez, Richards and Jacobs",0
431,72.3528493443651,Scott Miller,2719673896909860,2023-07-06 11:44:00.510184,Berry-Daniels,0
432,380.99380522701864,Jason Ward,2706137455162373,2023-08-30 06:53:57.054255,"Vazquez, Humphrey and Quinn",0
433,309.49081359481426,Sara Anderson,2299831424569931,2023-04-23 20:55:40.836325,Brown and Sons,0
434,51.460215385272335,Kendra Avila,2327779114661607,2023-10-11 06:05:33.732544,Roberts-Evans,0
435,42.96929625138372,Jacob Harris,2284508489142518,2023-02-05 14:58:08.136380,Castillo-Harrell,0
436,350.78359659810087,Hayden Butler,5347029518302260,2023-01-18 18:20:47.275484,Gilbert Ltd,0
437,37.308740175732574,Michelle Preston,5465082966359767,2023-05-25 01:19:55.961336,Nelson Group,0
438,411.10816958588777,Jason Thompson,2296388021935273,2023-01-30 11:55:47.580679,Christian-Cunningham,0
439,353.4148713510916,Molly Martin,2327395393150137,2023-08-02 13:24:12.783301,Ortiz-Ortega,0
440,41.59304154030798,James Benjamin,5215152163545881,2022-12-08 21:19:56.867360,Garner-Schneider,0
441,43.33401932851077,Julian Thomas,5576882353089059,2023-01-25 21:32:19.076079,"Williams, Mccarthy and Gonzalez",1
442,493.33314967208656,Steven Kelly,2283424026896171,2023-01-19 08:07:35.294587,"Bailey, Meadows and Austin",0
443,187.76112708230403,Ricky Miller,2252719674817586,2023-07-31 05:35:43.357375,"Jarvis, Torres and Johnson",0
444,185.95043138637857,Francisco Ewing,2482286205549288,2023-03-11 03:53:05.618807,Moreno-Osborne,0
445,406.5869840614938,Linda Reynolds,2720324029435327,2023-02-02 22:56:06.204937,"Mejia, Davis and Cook",0
446,473.6770401145455,Jose Garcia,2391845799429197,2022-12-09 16:19:01.096230,Sparks Group,0
447,493.01453084761255,Michael Warren,2720325876909579,2023-08-28 23:11:58.256686,Gomez PLC,0
448,376.9357144442119,Paige Walters,5477442944212643,2023-02-18 23:09:09.905996,Figueroa-Campbell,0
449,188.75353317992696,Heather Thompson,2276561371849716,2023-05-23 10:15:59.405201,Guzman and Sons,0
450,42.66685763263571,Jasmine Davis,2665988508562426,2023-12-06 12:59:04.157845,Ballard-Parker,0
451,388.79631104779094,James Ryan,2297981705126497,2023-03-26 13:39:49.790209,"Harris, Reynolds and Sullivan",0
452,279.6437206181667,Tracy Zimmerman,2272431782431930,2023-09-27 16:33:01.173220,"Henry, Adams and Tran",0
453,212.68678261424117,Lance Jones,2591600458086657,2023-06-20 06:40:55.701878,"Lewis, Skinner and Williams",0
454,453.27083816227326,David Hawkins,2291065800595677,2023-09-29 01:37:42.406748,"Jackson, Coleman and Harvey",0
455,56.48754367076952,Katrina Gordon,2281095872691858,2023-03-01 18:31:36.305070,Carlson LLC,0
456,246.81992704113873,Margaret Villanueva,2460227358892022,2023-06-13 13:51:03.857393,Sexton-Ryan,0
457,6.665468738942115,Mary Cox,2708951605743744,2023-08-27 21:11:48.017606,Brooks-Aguirre,0
458,234.861660355069,Jesus Jennings,2293339823620228,2023-03-11 22:44:19.012915,"Walker, Robbins and Stevens",0
459,29.095334565236836,Laura Morales,5469827072264574,2023-12-02 08:38:28.898683,Barton-Foster,0
460,60.29014021776789,Raymond Delgado,2368366676911313,2023-07-07 22:20:41.404779,Davis and Sons,0
461,59.64559714177533,Dr. Adam Alexander IV,2704894735500713,2023-08-24 03:00:37.681135,Lawson-Allen,0
462,324.9559407559157,Gabrielle Chang,2679078845819814,2023-07-23 04:43:58.147223,Thomas-Snyder,0
463,373.2763947534462,David Evans,2229259318432336,2023-02-11 13:34:27.222518,"Thompson, Gamble and Fuentes",0
464,292.10101378348264,Joseph Hebert,2654307744993621,2023-04-21 17:21:45.600506,"Wolfe, Molina and Grant",0
465,481.12410168879643,Edward Fisher,5575034451586815,2023-08-13 03:18:33.884539,"Gates, Frost and James",1
466,188.06041918232833,Amy Barker,2247032052992569,2023-04-23 20:59:31.841235,Zimmerman-Allen,0
467,143.5703310546485,Caitlin Arias,2274197269804117,2023-03-14 09:24:31.417675,"Nicholson, Taylor and Bell",1
468,434.43096496654067,Alvin Kramer,5171813274798436,2023-02-14 01:04:32.024849,Coleman-Rose,0
469,112.57432342120687,Michelle Riley,2284981751569637,2023-03-11 06:29:29.775904,Humphrey-Williams,0
470,481.64804718086503,Amber Wells,2239104002703261,2023-07-20 20:30:56.195593,Pineda-Ross,0
471,7.065082870218355,Donald Scott,5498104330873108,2023-03-19 18:39:43.436429,"Rosario, Rush and Bush",0
472,484.9695345271119,Roberta Ford,2297655663263654,2023-11-19 08:55:51.400736,Delacruz and Sons,0
473,22.53679606333748,Brittany Webb,2344939627899594,2023-10-19 06:01:03.179949,Goodwin-Velez,0
474,445.6804137353375,Mrs. Elizabeth Williams,2719622394623887,2023-09-12 14:13:28.621217,"Curtis, Harris and Simmons",0
475,264.32285343406363,Ryan James,2536967861081783,2023-07-08 00:44:56.795380,"Williams, Rodriguez and Simmons",0
476,496.4894332635309,Lisa Willis,2288926179247932,2023-05-12 11:02:43.172452,Brown PLC,0
477,37.824485802964034,Dr. Mary Johnston,5196114665903201,2023-10-18 20:02:35.159401,Pearson and Sons,0
478,277.3732879162591,Bruce Anderson,5565447364801927,2023-12-05 16:44:44.111353,Shea-Andrews,0
479,484.68196527393036,Maureen Brown,5399068189696771,2023-04-07 11:24:18.609152,"Miller, Bennett and Patrick",0
480,262.0258242409043,Christine Jones,2677443712652726,2023-07-24 03:27:58.420983,Hernandez-Sanders,0
481,315.069920429496,Chad Lucas,2720148148097076,2022-12-24 20:24:20.219528,Lynch-West,0
482,348.17859580332396,Brian Brown,5552839505684680,2023-08-21 14:04:45.547112,"Lucas, Oconnor and Jefferson",0
483,227.81599131911884,Cheryl George,2704413049162340,2023-10-28 14:52:45.319820,Hernandez-Jones,0
484,314.15148196194764,Paul Esparza,2314370304544061,2023-09-25 15:56:21.826370,Taylor Group,0
485,292.57284164962704,Lisa Krueger,2708839954840932,2023-10-19 11:25:45.929728,"Wyatt, Curry and Vasquez",0
486,450.6778472350035,Jeffrey Harris,2709182379807601,2023-04-28 16:16:30.346513,Brown Ltd,0
487,23.677743790387478,Tracey Robinson,2720569037481560,2023-02-23 18:14:58.101799,Estes Inc,0
488,141.20063160652293,Stephanie Santos,2715301880168137,2023-03-08 09:13:07.365049,Moses-Romero,0
489,475.2553305542028,David Wood,5441907674756780,2023-06-15 04:24:05.340275,Williams LLC,0
490,445.24162816156723,Brian Daniels,5393478129311926,2023-03-08 18:17:31.825971,Payne LLC,0
491,228.37271964007076,Pamela Wall,2298292177208162,2023-08-14 13:09:00.509527,"Grimes, Wells and Jones",0
492,310.44616630296684,Howard Wolf,2225090816343178,2023-09-28 12:44:05.004375,"Thomas, Ramos and Massey",0
493,139.41321030758522,Jimmy Shepherd,2225496745667696,2023-07-17 18:05:39.620475,"Austin, Moore and Hamilton",0
494,94.87245870215689,Cathy Miller,2231896970699029,2023-05-27 04:06:54.301206,Anderson-Hernandez,0
495,232.3855040650511,Aaron Allen,2285017109938304,2023-10-31 22:29:19.402152,Adams PLC,0
496,177.32276178500035,Sherry Stone,5301656620131148,2023-05-05 06:21:27.822712,Jones-Simon,0
497,292.2443998135852,Karen Chavez DDS,2720993798248341,2023-10-18 06:31:35.144240,"Smith, Horton and Simmons",0
498,39.78958384552743,Patricia Schmitt,2451566929539724,2023-04-27 09:03:58.873519,"Montgomery, Foster and Williams",0
499,487.22300902541707,Julie Everett,2372828616833976,2023-11-11 14:25:18.778292,Barnes-Brown,0
500,493.11916149532186,Brandon Wise,2643588142813206,2023-03-22 13:11:06.320201,"Barajas, Johnson and Riley",0
501,349.38269529585284,Emily Graves,5305439353333819,2023-04-13 01:36:24.256538,Beard Inc,0
502,268.5120868057161,Nicole Sloan,2263072418674963,2023-08-10 09:41:04.491915,"Clements, Adams and Long",0
503,155.45428052687754,Marcus Padilla,2720318021011748,2023-05-29 12:53:31.519647,"Hughes, Irwin and Mcgee",0
504,407.0837148337674,John Hall,5183024540815154,2023-08-17 18:40:31.616477,Beltran and Sons,0
505,342.6808551043858,Erin Jackson,2720908203043343,2022-12-26 19:57:54.639360,Moore-Sims,0
506,82.14585273310075,Eric Lang,5236161996057704,2022-12-19 16:01:10.591220,Meadows-Stuart,0
507,455.55266506242737,Jeffrey Soto,2632283217902182,2023-10-18 17:45:03.144556,"Terry, Smith and Davis",0
508,411.4460842186613,Laura Gonzalez,2221538000822351,2023-03-06 04:29:01.499207,"Walker, Norman and Brewer",0
509,474.9501567326701,Leslie Cline,2652747289388756,2023-06-06 21:03:30.073023,Christensen and Sons,0
510,363.1340346857916,David Norris,2294028478832571,2023-11-13 04:47:17.957123,Burke-Rhodes,0
511,307.09418277195914,Jason Carroll,5296375167398757,2023-03-21 08:06:16.565702,Montoya-Dunlap,0
512,209.70327510901882,Hannah Hunter,2720035574840063,2023-07-25 18:56:46.758691,Miller and Sons,0
